Game,Composition,SHA-1 Hash
Bubble_Ghost_%28Game_Boy%29,03 Ending.csv,eee87ea909df7d53da3ad5dd539433977a6d6d74
Burai_Fighter_Deluxe_%28Game_Boy%29,01 Title.csv,3d5fcfd10266eb52adf9dd2830595d7ae71ab59c
Burai_Fighter_Deluxe_%28Game_Boy%29,"02 Stage 1, 4.csv",a4f2b1e1d1647884f8c62745f32b39e55aec144d
Burai_Fighter_Deluxe_%28Game_Boy%29,03 Boss.csv,538029a6329a76111af2ac2536054dc6ef4e3e88
Burai_Fighter_Deluxe_%28Game_Boy%29,04 Stage 2.csv,b2acedc77ddbbc708996cd5a732a39eb374612bc
Burai_Fighter_Deluxe_%28Game_Boy%29,05 Stage 3.csv,62d0aee2dbb56a917d36299c6c32cb72e91ede17
Burai_Fighter_Deluxe_%28Game_Boy%29,06 Stage 5.csv,bda574c1c15c5de0230cf0cb9977063fbeed87ce
Burai_Fighter_Deluxe_%28Game_Boy%29,07 Ending.csv,f46c9da222ce4d23f4dfba97c333d9a8cc419241
Burai_Fighter_Deluxe_%28Game_Boy%29,08 Miss.csv,48021984bf353f831ddb5093f2b12abace1d1fc7
Burai_Fighter_Deluxe_%28Game_Boy%29,09 VS Mode Victory.csv,6991e4e133581521f45136124d34c5db12c7e11d
Bust-A-Move_2_-_Arcade_Edition_%28Game_Boy%29,01 Title Screen.csv,3a6cfab82976967c177e78f45ee95383fe75a4e5
Bust-A-Move_2_-_Arcade_Edition_%28Game_Boy%29,02 Welcome My Lovely.csv,3cd3486d71b643d07b3d317087c64ef5da366ef3
Bust-A-Move_2_-_Arcade_Edition_%28Game_Boy%29,03 Step Skip Go Go!.csv,92293c9f379685013ab4d9a6bd4419dcf8c5b543
Bust-A-Move_2_-_Arcade_Edition_%28Game_Boy%29,04 Round Clear.csv,924ce3840c6368eaf99dea8799d579de0f47a74f
Bust-A-Move_2_-_Arcade_Edition_%28Game_Boy%29,05 Let's Go to Pao Pao Island!.csv,91c4f3241a93242fe2f57516aebae7e3b1d94a9c
Bust-A-Move_2_-_Arcade_Edition_%28Game_Boy%29,06 Forest in April.csv,fe3bb5172a13f2fdde32fffc598c305ccb50122d
Bust-A-Move_2_-_Arcade_Edition_%28Game_Boy%29,07 Continue.csv,0f4a8fb9356f4417b95e3a1e4514c8bafeb4d73b
Bust-A-Move_2_-_Arcade_Edition_%28Game_Boy%29,08 Buruburu Nightmare.csv,c4fc60abeda0c45a382e624c06678f180d3101d3
Bust-A-Move_2_-_Arcade_Edition_%28Game_Boy%29,09 Bye Bye Gokkun.csv,6fb6799d5373299bfdf15793a77af60b07986c1e
Bust-A-Move_2_-_Arcade_Edition_%28Game_Boy%29,10 Completed.csv,9bc0c678ab3794927f2000aabf2af29b3fb000ba
Castelian_%28Game_Boy%29,01 Main Theme.csv,428604f57ce4e3f643770d28a18d6db6c7961206
Castelian_%28Game_Boy%29,02 Round Start.csv,c22ede5b648f22330b8e29f3373eaa457cc14da6
Castelian_%28Game_Boy%29,03 Time Out.csv,49c93ce0718312abae3d5bf4aeb2c3eb1ff03efc
Castelian_%28Game_Boy%29,04 Bonus Road.csv,5f976124eabdb5cfdfae1909859f79de00d9e719
Castelian_%28Game_Boy%29,05 Final Score.csv,f796cfce13cd8fb025b60294b97344caa3039a80
Chikyuu_Kaihou_Gun_ZAS_%28Game_Boy%29,01 Stage 1.csv,1f63b3f3b20f0550e23a796318a93a31e3a6d29f
Chikyuu_Kaihou_Gun_ZAS_%28Game_Boy%29,02 Boss 1.csv,a8be5c481fd703812280c4f79d78f7982a5df0f2
Chikyuu_Kaihou_Gun_ZAS_%28Game_Boy%29,03 Stage 2.csv,faae5ffd540017aa6cb6c8586f77a448c5927df2
Chikyuu_Kaihou_Gun_ZAS_%28Game_Boy%29,04 Boss 2.csv,8015a5e30774df6690ab96b7a8ba2af9104cc4f6
Chikyuu_Kaihou_Gun_ZAS_%28Game_Boy%29,05 Stage 3.csv,ad15ee7df26c6ba8446e69b571eefcd7dbca53e6
Chikyuu_Kaihou_Gun_ZAS_%28Game_Boy%29,06 Boss 3.csv,a2922f1faaffab35bd77986344289c45ede564f9
Chikyuu_Kaihou_Gun_ZAS_%28Game_Boy%29,07 Stage 4.csv,9cf33d778333201c5d790679b8c6730cabaf4fe6
Chikyuu_Kaihou_Gun_ZAS_%28Game_Boy%29,08 Boss 4.csv,74e0320c97e3608c65e3290f2bcd9756be0d4d81
Chikyuu_Kaihou_Gun_ZAS_%28Game_Boy%29,09 Stage 5.csv,33953facd7f6a8147bf66e16d928b2cbcf8b5f52
Chikyuu_Kaihou_Gun_ZAS_%28Game_Boy%29,10 Final Boss.csv,ae51802ee6fda6788a8fcb6876cb05418726acdf
Chikyuu_Kaihou_Gun_ZAS_%28Game_Boy%29,11 Stage Clear.csv,91501fb0c0b94dc38e92a3374afd1f30c4a1b9d6
Chikyuu_Kaihou_Gun_ZAS_%28Game_Boy%29,12 Ending.csv,519d46bc177cf449308a21d3e261a33cd49cb8b7
Chikyuu_Kaihou_Gun_ZAS_%28Game_Boy%29,13 Game Over.csv,730045e7fdd34246dbc03e1979fec10885ef42ab
Chikyuu_Kaihou_Gun_ZAS_%28Game_Boy%29,14 Unused Song.csv,71315a7ffde4ca145fd555e6fe98b03af4534920
Contra_-_The_Alien_Wars_%28Nintendo_Game_Boy%29,01 Red Falcon's Revenge [Intro Theme].csv,587664d272e46a0cb51bfe2ba7a83f0979b64205
Contra_-_The_Alien_Wars_%28Nintendo_Game_Boy%29,02 Ground Zero [Stage 1].csv,4049fbea1923c345c948f8d09bd60f4e14a7de7f
Contra_-_The_Alien_Wars_%28Nintendo_Game_Boy%29,03 Tearing Up the Turnpike [Stage 2].csv,e5b31863b716c4efb7a6be900bf1ec3e539a38e9
Contra_-_The_Alien_Wars_%28Nintendo_Game_Boy%29,04 Neo Kobe Steel Factory [Stage 3.csv,d9b3ef57ccd2c1c560e118ac15383ec616ab30e9
Contra_-_The_Alien_Wars_%28Nintendo_Game_Boy%29,05 Tearing Up the Turnpike (no intro) [Stage 4].csv,f77025c3781839a22270ac5600d8fa2b3cf8b2fc
Contra_-_The_Alien_Wars_%28Nintendo_Game_Boy%29,06 No Man's Land [Stage 5].csv,29aa64bfb84d89e8d4a5788992fc3d591c08a9c0
Contra_-_The_Alien_Wars_%28Nintendo_Game_Boy%29,07 GB Original [Boss Theme].csv,b84dce7a94e01c9e3db530ea28e5089c4f483c72
Contra_-_The_Alien_Wars_%28Nintendo_Game_Boy%29,08 Mission Accomplished [Stage Clear].csv,f7a0492c94ab6a12017f3715a734bd9a0123a184
Contra_-_The_Alien_Wars_%28Nintendo_Game_Boy%29,09 Cease Fire [Ending Theme].csv,08eb4bf795f48ba6b597f3d7d9137caf1e108686
Contra_-_The_Alien_Wars_%28Nintendo_Game_Boy%29,10 Casualty of War [Game Over].csv,9244a5dade66a9348c947bcb690f242d97491ada
Cool_Ball_%28Nintendo_Game_Boy%29,01 Main Theme.csv,e59a7224385f37a55606ffcf4d2a9b6dbc4315d6
Cool_Ball_%28Nintendo_Game_Boy%29,02 Game Over.csv,8aae5d8241d92d840904846ec08e414e7106f3e3
Donkey_Kong_%28Nintendo_Game_Boy%29,01 Introduction.csv,0c449c44ead7fdb402f1ae9f1ad7a7120474c4ab
Donkey_Kong_%28Nintendo_Game_Boy%29,02 Title Screen.csv,f3ae7e0010f72439d015409117090ae0fa53aeac
Donkey_Kong_%28Nintendo_Game_Boy%29,03 File Select.csv,4433cc3cc8e67a7ca9ceb618d0c521bafa4f45f3
Donkey_Kong_%28Nintendo_Game_Boy%29,04 DK Jingle.csv,74f29c883c01a8c35edde9e9766e3a4ebdfddec2
Donkey_Kong_%28Nintendo_Game_Boy%29,05 Stage Start.csv,90bfb555691a152909e2d34e6602c7306fe165b9
Donkey_Kong_%28Nintendo_Game_Boy%29,06 25m.csv,da00dbf30c2e604ea62fc3b67c4ca98564ada356
Donkey_Kong_%28Nintendo_Game_Boy%29,07 50m.csv,a058a6603c4b7c68794bc36d8bb3170407728046
Donkey_Kong_%28Nintendo_Game_Boy%29,08 DK is Defeated.csv,2a5ae4dc91497dc13fe73ae394ac49bf0a258147
Donkey_Kong_%28Nintendo_Game_Boy%29,09 False Happy Ending.csv,cd8fd5ebbfbcd8be02f2e98c5967fb3f2f4e4cd5
Donkey_Kong_%28Nintendo_Game_Boy%29,10 DK Escapes!.csv,a8c54afbf4de64bb145aaf8ffbf032ab78c9f6d5
Donkey_Kong_%28Nintendo_Game_Boy%29,11 Big City.csv,3b7b5142cde5c6c0436ea3349f872eab504c8673
Donkey_Kong_%28Nintendo_Game_Boy%29,12 Forest.csv,47d980a356d3972797fa900054727bb9a9b49f5c
Donkey_Kong_%28Nintendo_Game_Boy%29,13 Ship.csv,0d7e36b4268908299661ede4def6ffac37cc7c24
Donkey_Kong_%28Nintendo_Game_Boy%29,14 Jungle.csv,857ebbe628b54fabb5cd826034054b78e0b7f066
Donkey_Kong_%28Nintendo_Game_Boy%29,15 Desert.csv,82e3a86e0afaa39ea308c462448086e27e7b911e
Donkey_Kong_%28Nintendo_Game_Boy%29,16 Airplane.csv,294aa045cde99c5b7f6adf24c2284cb8b8092905
Donkey_Kong_%28Nintendo_Game_Boy%29,17 Iceberg.csv,baf25602af222027ab0282f8e3f09120453e2260
Donkey_Kong_%28Nintendo_Game_Boy%29,18 Rocky Valley.csv,8f616d8c250824402a39ffaef9ebf4e432158b5b
Donkey_Kong_%28Nintendo_Game_Boy%29,19 Tower.csv,f8cf5a4d7a56e392030871a17113024aa98aa279
Donkey_Kong_%28Nintendo_Game_Boy%29,20 Stage Theme 1.csv,32d249fcc5638c67201b7e43489f38471157ee7a
Donkey_Kong_%28Nintendo_Game_Boy%29,21 Stage Theme 2.csv,46044a6a33c86d2d4cde5d7006dd0b5276533799
Donkey_Kong_%28Nintendo_Game_Boy%29,22 Stage Theme 3.csv,b7de67ef28d0df3397304426cae721e7ce8205fe
Donkey_Kong_%28Nintendo_Game_Boy%29,23 Stage Theme 4.csv,ea440d8a67f7910546048c6cd41f55f8d6445f52
Donkey_Kong_%28Nintendo_Game_Boy%29,24 Stage Theme 5.csv,b2c5ee4c0518c4ac317e57b6e6104699822e6517
Donkey_Kong_%28Nintendo_Game_Boy%29,25 Stage Theme 6.csv,54c3af09b93b5845fa68d2f1709871ab7740371c
Donkey_Kong_%28Nintendo_Game_Boy%29,26 Stage Theme 7.csv,d3c417b5e0e91a917051aad57d49e4a24d8260e4
Donkey_Kong_%28Nintendo_Game_Boy%29,27 The Ancient Pyramid.csv,98d4863e14513286f72d62b7638eacce317f3f8f
Donkey_Kong_%28Nintendo_Game_Boy%29,28 Big City (Airplane).csv,3c28692e5535000966567728dd053736f3f22926
Donkey_Kong_%28Nintendo_Game_Boy%29,29 Clash.csv,e64f547cd4e154209d25356fca1def8e725d62fd
Donkey_Kong_%28Nintendo_Game_Boy%29,30 Battle.csv,abf6633a00e99106e65e632030c4dd289c41cb8f
Donkey_Kong_%28Nintendo_Game_Boy%29,31 Battle (Airplane).csv,f1a7b1cabd5914c05b9d6d0c8449cdd47431e95e
Donkey_Kong_%28Nintendo_Game_Boy%29,32 Big Battle.csv,3b2eed5be74e92dd41ff9cf566fe69875a3a6f76
Donkey_Kong_%28Nintendo_Game_Boy%29,33 Big Battle (Airplane).csv,39aaa5ec3bbaaaa090ce5812c005e0bf04e06541
Donkey_Kong_%28Nintendo_Game_Boy%29,34 P-Switch.csv,fceeb59f6010ede667d01d972091340b4c124553
Donkey_Kong_%28Nintendo_Game_Boy%29,35 Time's Running Out!.csv,668c5d6f4f558a34d03ee71ec07b9cd5c6f81798
Donkey_Kong_%28Nintendo_Game_Boy%29,36 Time's Almost Out!.csv,324cb2ed94a924dbabf95fba29f79340f1c38db8
Donkey_Kong_%28Nintendo_Game_Boy%29,37 Stage Clear!.csv,29ff73a45d661e76cea95970546c98ce2d4f2ec2
Donkey_Kong_%28Nintendo_Game_Boy%29,38 Bonus Game.csv,7e2e3c6a788465d44f7461a000de17f005f9a811
Donkey_Kong_%28Nintendo_Game_Boy%29,39 Bonus Fanfare.csv,fbbac85838801508a1974f8cc1cb0b4affe5e93d
Donkey_Kong_%28Nintendo_Game_Boy%29,40 World Clear!.csv,4976c32c279fe143e29b8471235315e3d81fde8e
Donkey_Kong_%28Nintendo_Game_Boy%29,41 DK Escapes! (no intro).csv,2f874ffcff32deb3e1e9454a6962a7bb2fc6d9db
Donkey_Kong_%28Nintendo_Game_Boy%29,42 Scaling the Tower.csv,08686600489ca5c92db3f0bdd13f74f2eafc4376
Donkey_Kong_%28Nintendo_Game_Boy%29,43 Showdown at the Tower.csv,6d7bb08001228394a57533d314e4436f8a65440a
Donkey_Kong_%28Nintendo_Game_Boy%29,44 Showdown Clear!.csv,1f086d2673bddf69b258bd3a8423bd19dfc3a6d7
Donkey_Kong_%28Nintendo_Game_Boy%29,45 Final Battle.csv,c023332276de06c242193fdaf9adb41418cf0d9b
Donkey_Kong_%28Nintendo_Game_Boy%29,46 Ending.csv,565c4e146aa21dd17f93cb27e50bfe04550afae7
Donkey_Kong_%28Nintendo_Game_Boy%29,47 Lose Life.csv,7fe99b2eb8aa4e212a3c78bcbb81c9a1ca3c129f
Donkey_Kong_%28Nintendo_Game_Boy%29,48 Death by Fall.csv,f9520f11f1324396f40d0dc4f56e5f5e1c47ceea
Donkey_Kong_%28Nintendo_Game_Boy%29,49 Death by Impact.csv,a616ea4f705bdb565fab6743702bddc256653b1c
Donkey_Kong_%28Nintendo_Game_Boy%29,50 Game Over.csv,1d63bafee80e167e64b04453bd24e2830bc4525f
Donkey_Kong_%28Nintendo_Game_Boy%29,51 Staff Roll.csv,557fc221dc0e32fb0de7c87e54eafdbb3c9e4a32
Extra_Bases_%28Game_Boy%29,01 Title Screen.csv,09f1a73807c3f9a86191e2078eb0eaab850a20fd
Extra_Bases_%28Game_Boy%29,02 Team Select.csv,674e2ba566f433f5b3a2403d88967d1f5d80d819
Extra_Bases_%28Game_Boy%29,03 Play Ball.csv,9e563b963e9a6a1516a96848e423602c02f9a29f
Extra_Bases_%28Game_Boy%29,04 Main BGM.csv,2de7cf706747e6ae20b1b28e5f581174542325f7
Extra_Bases_%28Game_Boy%29,05 Change Side.csv,fa56ced5d352fb77a6746cc9b2698359218e93e8
Extra_Bases_%28Game_Boy%29,06 Chance BGM.csv,9297997d8436bafca939ec33f33f5e1a1de7c276
Extra_Bases_%28Game_Boy%29,07 Game Set.csv,667edb2770d132b8fb1995063c4f96856092ec46
Extra_Bases_%28Game_Boy%29,08 Sports News.csv,3e252454106d94ffc150492eea1a6fc1dcebdfeb
Extra_Bases_%28Game_Boy%29,09 Link Error.csv,fa7d83f8bda58490426caa8591e4777a3ff2fe40
Extra_Bases_%28Game_Boy%29,10 Unknown 1.csv,f77aad2596832f46bd2be92fb1fcc0701a82a9f7
Extra_Bases_%28Game_Boy%29,11 Unknown 2.csv,65333c3481a57c47cd02f1337c6727be524473e8
Extra_Bases_%28Game_Boy%29,12 Unknown 3.csv,4049bf05e1211623b073cef84f142f2604dd6c30
Famista_3_%28Nintendo_Game_Boy%29,01 Title Screen.csv,8212365f9ed9e36da09b877ca0ec7df4c7c0c4db
Famista_3_%28Nintendo_Game_Boy%29,02 Mode Select.csv,bceec2c768a91caaaa6130425dcaf2b303197e93
Famista_3_%28Nintendo_Game_Boy%29,03 Play Ball.csv,d965adee75d09ff0406aa39b9606abf96bb2fa03
Famista_3_%28Nintendo_Game_Boy%29,04 Main BGM.csv,c80e3addfdaea4ba59856a0726ecdbd33724c163
Famista_3_%28Nintendo_Game_Boy%29,05 Change Side.csv,3f00f533dd15c294a566e9710b13bf6e172b115f
Famista_3_%28Nintendo_Game_Boy%29,06 Namco Stars Theme.csv,90c0995065702b74701c19a158c9d600a7380144
Famista_3_%28Nintendo_Game_Boy%29,07 Chance BGM.csv,fa6f94f3b1b78aba0908de5842b242b21b0a8916
Famista_3_%28Nintendo_Game_Boy%29,08 Home Run.csv,9db6ab33b8f17e2e233547d55b9d08a16d16cd39
Famista_3_%28Nintendo_Game_Boy%29,09 Time BGM.csv,e24fb6a31588c442e9c8d032ac6c8e8c309142e9
Famista_3_%28Nintendo_Game_Boy%29,10 Cutscene.csv,db240dc67a29a378cd822d30440747811b6e6e8c
Famista_3_%28Nintendo_Game_Boy%29,11 Game Set.csv,b60660413819d12d34bcf7cd0c46a72db554d1f8
Famista_3_%28Nintendo_Game_Boy%29,12 Sports News (Win).csv,a1db9ae9cf5d24bf3d18d4f63dd5571fbb443e64
Famista_3_%28Nintendo_Game_Boy%29,13 Sports News (Lose).csv,ec43cfb76a7c66e6fb1cb31fd1ed48cd24af0ac4
Famista_3_%28Nintendo_Game_Boy%29,14 Link Error.csv,ad79ac0bcc60dc8024da189112820e1580eea20b
Famista_3_%28Nintendo_Game_Boy%29,15 Unknown 1.csv,f4aba292d48e618b5ae58b981658a6890252c560
Famista_3_%28Nintendo_Game_Boy%29,16 Unknown 2.csv,8774d3acfd0f02640cdf886a53348dc840a86bb0
Famista_3_%28Nintendo_Game_Boy%29,17 Unknown 3.csv,235c2a155c27556605ed821561caa42b517f455d
Famista_3_%28Nintendo_Game_Boy%29,18 Unknown 4.csv,b83dd5a3b7573fad1fb1f590b72e92705e310422
Felix_the_Cat_%28Nintendo_Game_Boy%29,01 Title Screen.csv,ca3c0792f76f3f99b9700d4f84973b64ce7a9d28
Felix_the_Cat_%28Nintendo_Game_Boy%29,02 Forest.csv,d97daa181f89963014cc6a010d5570a93b4fce00
Felix_the_Cat_%28Nintendo_Game_Boy%29,03 Egypt.csv,984dc5e31ee5270bf75fecf945b623f59c1a9aa6
Felix_the_Cat_%28Nintendo_Game_Boy%29,04 Mountains.csv,bab60cc8554e37a601df1e47c1d0ef20d5028f40
Felix_the_Cat_%28Nintendo_Game_Boy%29,05 Islands.csv,6ffd5959cf5030e5c8c8b122d6fe6cde4af39713
Felix_the_Cat_%28Nintendo_Game_Boy%29,06 Underwater ~ Planet.csv,a5259687e840cb86be345431f22a07a820240918
Felix_the_Cat_%28Nintendo_Game_Boy%29,07 Tropics.csv,b2294809b27025ffffb9116827037516318a3532
Felix_the_Cat_%28Nintendo_Game_Boy%29,08 Northpole.csv,91a3bc6a2e77b7acdb27403e7df18527c9eb193f
Felix_the_Cat_%28Nintendo_Game_Boy%29,09 Space.csv,4ab0c4e8bed9af0e983849d47d5db7112c966188
Felix_the_Cat_%28Nintendo_Game_Boy%29,10 Boss Battle.csv,e285a9fa3676098601c92acd98279adaa138704a
Felix_the_Cat_%28Nintendo_Game_Boy%29,11 Round Clear.csv,973d2ab8fbed7c527442104f8275b9fd58da92b1
Felix_the_Cat_%28Nintendo_Game_Boy%29,12 Ending.csv,4b9953c24aff139ec4adf4f21bd81fe75898bdf0
Felix_the_Cat_%28Nintendo_Game_Boy%29,13 Game Over.csv,9c4cd90d07939c13f8c3b9f388a002d8e323f06b
Final_Fantasy_Adventure_%28Game_Boy%29,01 Rising Sun.csv,ac55168a32066690ec13136d596257425ce7cc67
Final_Fantasy_Adventure_%28Game_Boy%29,02 Fighting Arena.csv,1083df63638fe8da9d651cee837d4be7c994d6c0
Final_Fantasy_Adventure_%28Game_Boy%29,03 Requiem.csv,2545d50a8e64ac0cb551277fbb6ecf9c7e2ea56e
Final_Fantasy_Adventure_%28Game_Boy%29,04 Endless Battlefield.csv,0989096764ffef06298f846ebdd4c8623e3a5347
Final_Fantasy_Adventure_%28Game_Boy%29,05 Village.csv,72c7861ec21aea6c50fc288248011abb012719aa
Final_Fantasy_Adventure_%28Game_Boy%29,06 Dwarves' Theme.csv,0f9eea56fb902a1d95913d7f89c6fcdbc8c3dca3
Final_Fantasy_Adventure_%28Game_Boy%29,07 Glance Dukedom.csv,03bcfb8dd45607ed8921764994d1e35e9438adb1
Final_Fantasy_Adventure_%28Game_Boy%29,08 Dungeon 1.csv,680b1b1b7815cbb33b30026e53ebf49cf14e4793
Final_Fantasy_Adventure_%28Game_Boy%29,09 Fight 1.csv,12337b9078acfaefcd18a0e25a8c849dc5f5b974
Final_Fantasy_Adventure_%28Game_Boy%29,10 Royal Palace.csv,e55f29275a0998470da610aff0aea86ea0186eb6
Final_Fantasy_Adventure_%28Game_Boy%29,11 Mana's Mission.csv,431f0cd46fdbb6a56c91e5bcc9765a3e43959348
Final_Fantasy_Adventure_%28Game_Boy%29,12 Danger!.csv,ce452c268e94cc22c8c4ff88ecd481f5692f3243
Final_Fantasy_Adventure_%28Game_Boy%29,13 Jema's Realization.csv,dd11c125a260d8678419563df1a2b140297e11e3
Final_Fantasy_Adventure_%28Game_Boy%29,14 In Search of the Sacred Sword.csv,dc5cc18217eea52749dbb78db6fe728242028803
Final_Fantasy_Adventure_%28Game_Boy%29,15 Birth of Chocobo.csv,2888c4d9b97fb4387014ee9e1bcb01afefba08fe
Final_Fantasy_Adventure_%28Game_Boy%29,16 Theme of Chocobo.csv,97e6719aefd8453ef0d9150b1c864b331530bd45
Final_Fantasy_Adventure_%28Game_Boy%29,17 Dungeon 2.csv,eb7cca775b47b1c4f965ea62ee48d7a75eb5c6d7
Final_Fantasy_Adventure_%28Game_Boy%29,18 Mowgli.csv,f8ca2270158ff8c831c744d31e970b33cbc5e24f
Final_Fantasy_Adventure_%28Game_Boy%29,19 Dungeon 3.csv,61da6aa4af70eb8524327741049f9fa7f4d255df
Final_Fantasy_Adventure_%28Game_Boy%29,20 Fight 2.csv,808eebe2226793017b955ddf16a2cdc3b210b311
Final_Fantasy_Adventure_%28Game_Boy%29,21 In Sorrow.csv,c7dd6e5aa1e2a61c9735026e129aa8a4fc612ff9
Final_Fantasy_Adventure_%28Game_Boy%29,22 Let Thoughts Ride on Knowledge.csv,7c1df442a9bace3bcdc3c31e755e61cdd8a7ba1b
Final_Fantasy_Adventure_%28Game_Boy%29,23 Mana Palace.csv,9ab8ecbf5da2c32673bdbea356389d2c4806b24e
Final_Fantasy_Adventure_%28Game_Boy%29,24 Julius' Ambition.csv,a9583306fd0785f85ea6948504a075d755001b6e
Final_Fantasy_Adventure_%28Game_Boy%29,25 Final Battle.csv,78e4e5006639577f5185cda7fc66ed2765866319
Final_Fantasy_Adventure_%28Game_Boy%29,26 Legend Forever.csv,534163ebfd545d31aafd1b313a0f6213cfabbcd4
Final_Fantasy_Adventure_%28Game_Boy%29,27 Jingle.csv,c3f71d7898e86b09d552abc2eec01a9b85d59e8c
Final_Fantasy_Adventure_%28Game_Boy%29,28 Fanfare.csv,94409a54ca0233da2fd3f20c5c2a8346e91cafc7
Final_Fantasy_Adventure_%28Game_Boy%29,29 Tension.csv,434e4154507a81f28143e5691638513619cee092
Final_Fantasy_Adventure_%28Game_Boy%29,30 Uneasiness.csv,dceda9901db72d53af0f1c05491492528ac5505f
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,01 Opening.csv,fcf59f31214c9ef44a60f9e5aef603bdc64a5736
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,02 Journey to the Future.csv,38725964a1c47e55a49cdcc06b5108db7c30c7f9
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,03 Deep.csv,50a15ba706ad59454ac086526efd339bcc01c41d
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,04 Oasis.csv,cf9391b3778af010baad3c03069a10f1b9a2b70e
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,05 Battle!.csv,7f1275a360f061109aac5a3826bd62786167d3cb
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,06 Holy Ruins.csv,0acec79a63adbc0c370c1304f75702303941990d
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,07 Stronghold.csv,8b5969a6a83425e1aea303289f9b99f8fddb7865
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,08 Extradimensional Gods.csv,7cb2b1afdcf56fef1c9058876a5cde7e85c37547
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,09 Eat the Meat.csv,803d7791c423d6d26912b943e0f04a9f96f3b30b
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,10 Warrior's Respite.csv,099a313e0f884952ac99a2ad96c298c70eb243bb
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,11 Another Dimension.csv,a8a920d3c6d97faf30777a6d612d955aa7884ae2
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,12 Exotic Town.csv,c9277af004ebf5b9c2b2b21d0b47caaa773f80f4
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,13 Dungeon.csv,f736eed89c68e09470d115feffb54e05ad664279
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,14 The Talon.csv,999d761a77c045ed6c92bea799212da5163edc6c
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,15 Lunacy.csv,089399fc4cecb724579da3f344ceae143924a9d8
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,16 Holding Back Tears.csv,92182b902a05992f1de050ca0c93a1d118904850
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,17 Dark Zone.csv,3f0744dc7d36777c6275d80b905e8f4e04daa354
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,18 Xagor's Lair.csv,7726b3a68920a56f2a39ee1f1d545306bb4fa630
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,19 Divine Battle.csv,71564e9086cc6b019e9adfe8af7f0752461198e9
Final_Fantasy_Legend_III_%28Nintendo_Game_Boy%29,20 Champions of Time and Space.csv,fa32490dcc45e57054a5d4e03920b3167ec663b8
Final_Fantasy_Legend_II_%28Game_Boy%29,01 The Legend Begins.csv,708bd90d438185d7436790c76be8a1aab3476ca1
Final_Fantasy_Legend_II_%28Game_Boy%29,02 Searching for the Secret Treasure.csv,8603dfea4bcfb6a124f0b2e4e6dd94aa1d705056
Final_Fantasy_Legend_II_%28Game_Boy%29,03 Lethal Strike.csv,ad75c30ed600daff1817303dfa3d6707583303dc
Final_Fantasy_Legend_II_%28Game_Boy%29,04 Eat the meat.csv,ad61482d9ff8a1873c1b8b8ee0674b0916cd3cab
Final_Fantasy_Legend_II_%28Game_Boy%29,05 Peaceful Land.csv,2833778b530a800a482128651ff8267c166a5128
Final_Fantasy_Legend_II_%28Game_Boy%29,06 Hero's Theme.csv,b5f406a3768bf60941cd3e02a554f2bb6bda32c2
Final_Fantasy_Legend_II_%28Game_Boy%29,07 Pillar of Heaven.csv,e5885d59e60c817f0eb1e83ad4adc84cf523869f
Final_Fantasy_Legend_II_%28Game_Boy%29,08 Through the Cramped Darkness.csv,2b6881fa946fcf6350560ca04af8f3beb84918b1
Final_Fantasy_Legend_II_%28Game_Boy%29,09 Wandering Soul.csv,3c792615d75cce323503b4b500d2be641894c514
Final_Fantasy_Legend_II_%28Game_Boy%29,10 Theme of the New God.csv,251217fad41d8483b10f32a11eb4e24f6973e1a4
Final_Fantasy_Legend_II_%28Game_Boy%29,11 Ah!!.csv,5a0e1f5493cf6fc5eac1c4140c23d271ef47ec3c
Final_Fantasy_Legend_II_%28Game_Boy%29,12 To the End of the Decisive Battle.csv,dbb9847f54237dae3e82583366c95585201d6df5
Final_Fantasy_Legend_II_%28Game_Boy%29,13 Mystery of the Secret Treasure.csv,d198c9131f085a542df800bcbe435a84e8e449e5
Final_Fantasy_Legend_II_%28Game_Boy%29,14 Never give up.csv,7d627d580b6dcc43cc597f18c3b754f17ebea440
Final_Fantasy_Legend_II_%28Game_Boy%29,15 Wipe Your Tears Away.csv,5c6fc68a5139a91026835d4054d949758d442bc5
Final_Fantasy_Legend_II_%28Game_Boy%29,16 Burning Blood.csv,871529e3a01cf31071379b2f5b223232d8cf5407
